seccion,distrito,rango_edad,sexo,nacionalidad,formacion,total
21,2,10 - 14,Mujer,Extranjero,Menores de 16,1
21,2,10 - 14,Mujer,Extranjero,Menores de 16,1
21,2,10 - 14,Mujer,Extranjero,Menores de 16,1
21,2,10 - 14,Hombre,Extranjero,Menores de 16,1
22,2,10 - 14,Mujer,Extranjero,Menores de 16,2
22,2,10 - 14,Hombre,Extranjero,Menores de 16,1
22,2,10 - 14,Hombre,Extranjero,Menores de 16,1
1,3,10 - 14,Hombre,Extranjero,Menores de 16,2
1,3,10 - 14,Hombre,Extranjero,Menores de 16,1
1,3,10 - 14,Mujer,Extranjero,Menores de 16,1
1,3,10 - 14,Hombre,Extranjero,Menores de 16,1
2,3,10 - 14,Hombre,Extranjero,Menores de 16,1
2,3,10 - 14,Mujer,Extranjero,Menores de 16,2
2,3,10 - 14,Mujer,Extranjero,Menores de 16,2
3,3,10 - 14,Hombre,Extranjero,Menores de 16,1
3,3,10 - 14,Mujer,Extranjero,Menores de 16,1
3,3,10 - 14,Mujer,Extranjero,Menores de 16,1
3,3,10 - 14,Hombre,Extranjero,Menores de 16,1
3,3,10 - 14,Mujer,Extranjero,Menores de 16,1
3,3,10 - 14,Hombre,Extranjero,Menores de 16,3
3,3,10 - 14,Hombre,Extranjero,Menores de 16,1
3,3,10 - 14,Hombre,Extranjero,Menores de 16,1
3,3,10 - 14,Hombre,Extranjero,Menores de 16,2
3,3,10 - 14,Mujer,Extranjero,Menores de 16,1
3,3,10 - 14,Hombre,Extranjero,Menores de 16,1
4,3,10 - 14,Hombre,Extranjero,Menores de 16,1
4,3,10 - 14,Hombre,Extranjero,Menores de 16,1
4,3,10 - 14,Hombre,Extranjero,Menores de 16,1
4,3,10 - 14,Mujer,Extranjero,Menores de 16,2
4,3,10 - 14,Hombre,Extranjero,Menores de 16,1
4,3,10 - 14,Hombre,Extranjero,Menores de 16,1
4,3,10 - 14,Mujer,Extranjero,Menores de 16,2
4,3,10 - 14,Hombre,Extranjero,Menores de 16,1
5,3,10 - 14,Mujer,Extranjero,Menores de 16,1
5,3,10 - 14,Hombre,Extranjero,Menores de 16,1
5,3,10 - 14,Hombre,Extranjero,Menores de 16,1
5,3,10 - 14,Mujer,Extranjero,Menores de 16,1
6,3,10 - 14,Hombre,Extranjero,Menores de 16,1
6,3,10 - 14,Mujer,Extranjero,Menores de 16,2
6,3,10 - 14,Hombre,Extranjero,Menores de 16,1
6,3,10 - 14,Mujer,Extranjero,Menores de 16,1
6,3,10 - 14,Hombre,Extranjero,Menores de 16,1
6,3,10 - 14,Hombre,Extranjero,Menores de 16,1
6,3,10 - 14,Mujer,Extranjero,Menores de 16,1
6,3,10 - 14,Mujer,Extranjero,Menores de 16,2
6,3,10 - 14,Hombre,Extranjero,Menores de 16,2
6,3,10 - 14,Hombre,Extranjero,Menores de 16,1
6,3,10 - 14,Hombre,Extranjero,Menores de 16,1
6,3,10 - 14,Hombre,Extranjero,Menores de 16,2
7,3,10 - 14,Hombre,Extranjero,Menores de 16,1
7,3,10 - 14,Hombre,Extranjero,Menores de 16,1
7,3,10 - 14,Mujer,Extranjero,Menores de 16,1
7,3,10 - 14,Hombre,Extranjero,Menores de 16,2
7,3,10 - 14,Hombre,Extranjero,Menores de 16,2
7,3,10 - 14,Hombre,Extranjero,Menores de 16,1
7,3,10 - 14,Mujer,Extranjero,Menores de 16,1
8,3,10 - 14,Hombre,Extranjero,Menores de 16,1
8,3,10 - 14,Hombre,Extranjero,Menores de 16,1
8,3,10 - 14,Mujer,Extranjero,Menores de 16,2
9,3,10 - 14,Mujer,Extranjero,Menores de 16,1
9,3,10 - 14,Hombre,Extranjero,Menores de 16,1
9,3,10 - 14,Hombre,Extranjero,Menores de 16,1
9,3,10 - 14,Hombre,Extranjero,Menores de 16,2
9,3,10 - 14,Mujer,Extranjero,Menores de 16,2
9,3,10 - 14,Mujer,Extranjero,Menores de 16,2
9,3,10 - 14,Mujer,Extranjero,Menores de 16,1
9,3,10 - 14,Mujer,Extranjero,Menores de 16,1
9,3,10 - 14,Mujer,Extranjero,Menores de 16,1
9,3,10 - 14,Hombre,Extranjero,Menores de 16,1
10,3,10 - 14,Mujer,Extranjero,Menores de 16,2
10,3,10 - 14,Mujer,Extranjero,Menores de 16,1
11,3,10 - 14,Hombre,Extranjero,Menores de 16,1
11,3,10 - 14,Mujer,Extranjero,Menores de 16,1
11,3,10 - 14,Hombre,Extranjero,Menores de 16,1
11,3,10 - 14,Hombre,Extranjero,Menores de 16,1
11,3,10 - 14,Mujer,Extranjero,Menores de 16,1
12,3,10 - 14,Hombre,Extranjero,Menores de 16,2
12,3,10 - 14,Hombre,Extranjero,Menores de 16,1
12,3,10 - 14,Mujer,Extranjero,Menores de 16,2
12,3,10 - 14,Hombre,Extranjero,Menores de 16,1
12,3,10 - 14,Mujer,Extranjero,Menores de 16,1
13,3,10 - 14,Mujer,Extranjero,Menores de 16,2
13,3,10 - 14,Hombre,Extranjero,Menores de 16,1
13,3,10 - 14,Mujer,Extranjero,Menores de 16,1
13,3,10 - 14,Mujer,Extranjero,Menores de 16,1
13,3,10 - 14,Hombre,Extranjero,Menores de 16,1
13,3,10 - 14,Hombre,Extranjero,Menores de 16,1
14,3,10 - 14,Hombre,Extranjero,Menores de 16,1
14,3,10 - 14,Hombre,Extranjero,Menores de 16,1
14,3,10 - 14,Hombre,Extranjero,Menores de 16,1
14,3,10 - 14,Mujer,Extranjero,Menores de 16,1
15,3,10 - 14,Mujer,Extranjero,Menores de 16,1
15,3,10 - 14,Hombre,Extranjero,Menores de 16,1
16,3,10 - 14,Hombre,Extranjero,Menores de 16,1
16,3,10 - 14,Hombre,Extranjero,Menores de 16,1
16,3,10 - 14,Mujer,Extranjero,Menores de 16,1
16,3,10 - 14,Hombre,Extranjero,Menores de 16,1
16,3,10 - 14,Mujer,Extranjero,Menores de 16,1
16,3,10 - 14,Hombre,Extranjero,Menores de 16,1
16,3,10 - 14,Mujer,Extranjero,Menores de 16,1
17,3,10 - 14,Mujer,Extranjero,Menores de 16,1
17,3,10 - 14,Hombre,Extranjero,Menores de 16,1
17,3,10 - 14,Mujer,Extranjero,Menores de 16,1
17,3,10 - 14,Hombre,Extranjero,Menores de 16,1
19,3,10 - 14,Hombre,Extranjero,Menores de 16,1
19,3,10 - 14,Mujer,Extranjero,Menores de 16,1
20,3,10 - 14,Hombre,Extranjero,Menores de 16,1
20,3,10 - 14,Mujer,Extranjero,Menores de 16,1
22,3,10 - 14,Mujer,Extranjero,Menores de 16,1
23,3,10 - 14,Mujer,Extranjero,Menores de 16,1
23,3,10 - 14,Mujer,Extranjero,Menores de 16,1
23,3,10 - 14,Mujer,Extranjero,Menores de 16,2
24,3,10 - 14,Mujer,Extranjero,Menores de 16,1
25,3,10 - 14,Hombre,Extranjero,Menores de 16,1
25,3,10 - 14,Mujer,Extranjero,Menores de 16,1
25,3,10 - 14,Hombre,Extranjero,Menores de 16,1
25,3,10 - 14,Mujer,Extranjero,Menores de 16,1
25,3,10 - 14,Hombre,Extranjero,Menores de 16,1
26,3,10 - 14,Hombre,Extranjero,Menores de 16,1
27,3,10 - 14,Mujer,Extranjero,Menores de 16,1
28,3,10 - 14,Hombre,Extranjero,Menores de 16,1
28,3,10 - 14,Mujer,Extranjero,Menores de 16,1
28,3,10 - 14,Hombre,Extranjero,Menores de 16,1
28,3,10 - 14,Hombre,Extranjero,Menores de 16,1
28,3,10 - 14,Mujer,Extranjero,Menores de 16,1
28,3,10 - 14,Mujer,Extranjero,Menores de 16,1
28,3,10 - 14,Mujer,Extranjero,Menores de 16,1
28,3,10 - 14,Hombre,Extranjero,Menores de 16,1
28,3,10 - 14,Mujer,Extranjero,Menores de 16,2
28,3,10 - 14,Mujer,Extranjero,Menores de 16,2
28,3,10 - 14,Mujer,Extranjero,Menores de 16,1
30,3,10 - 14,Mujer,Extranjero,Menores de 16,1
31,3,10 - 14,Mujer,Extranjero,Menores de 16,1
31,3,10 - 14,Hombre,Extranjero,Menores de 16,1
32,3,10 - 14,Mujer,Extranjero,Menores de 16,1
32,3,10 - 14,Mujer,Extranjero,Menores de 16,1
32,3,10 - 14,Hombre,Extranjero,Menores de 16,1
33,3,10 - 14,Mujer,Extranjero,Menores de 16,1
33,3,10 - 14,Hombre,Extranjero,Menores de 16,1
33,3,10 - 14,Mujer,Extranjero,Menores de 16,1
33,3,10 - 14,Hombre,Extranjero,Menores de 16,1
35,3,10 - 14,Mujer,Extranjero,Menores de 16,1
35,3,10 - 14,Hombre,Extranjero,Menores de 16,1
35,3,10 - 14,Hombre,Extranjero,Menores de 16,1
35,3,10 - 14,Mujer,Extranjero,Menores de 16,1
35,3,10 - 14,Mujer,Extranjero,Menores de 16,1
36,3,10 - 14,Hombre,Extranjero,Menores de 16,2
36,3,10 - 14,Hombre,Extranjero,Menores de 16,2
36,3,10 - 14,Mujer,Extranjero,Menores de 16,1
36,3,10 - 14,Hombre,Extranjero,Menores de 16,1
37,3,10 - 14,Mujer,Extranjero,Menores de 16,1
38,3,10 - 14,Mujer,Extranjero,Menores de 16,1
38,3,10 - 14,Hombre,Extranjero,Menores de 16,1
39,3,10 - 14,Hombre,Extranjero,Menores de 16,1
39,3,10 - 14,Mujer,Extranjero,Menores de 16,1
39,3,10 - 14,Hombre,Extranjero,Menores de 16,2
39,3,10 - 14,Mujer,Extranjero,Menores de 16,1
39,3,10 - 14,Hombre,Extranjero,Menores de 16,1
40,3,10 - 14,Hombre,Extranjero,Menores de 16,2
40,3,10 - 14,Hombre,Extranjero,Menores de 16,1
40,3,10 - 14,Hombre,Extranjero,Menores de 16,1
40,3,10 - 14,Hombre,Extranjero,Menores de 16,1
41,3,10 - 14,Hombre,Extranjero,Menores de 16,1
41,3,10 - 14,Mujer,Extranjero,Menores de 16,1
41,3,10 - 14,Hombre,Extranjero,Menores de 16,1
42,3,10 - 14,Hombre,Extranjero,Menores de 16,1
42,3,10 - 14,Hombre,Extranjero,Menores de 16,1
43,3,10 - 14,Hombre,Extranjero,Menores de 16,1
43,3,10 - 14,Mujer,Extranjero,Menores de 16,1
44,3,10 - 14,Mujer,Extranjero,Menores de 16,2
44,3,10 - 14,Hombre,Extranjero,Menores de 16,2
44,3,10 - 14,Mujer,Extranjero,Menores de 16,1
44,3,10 - 14,Hombre,Extranjero,Menores de 16,1
44,3,10 - 14,Mujer,Extranjero,Menores de 16,1
44,3,10 - 14,Hombre,Extranjero,Menores de 16,1
44,3,10 - 14,Hombre,Extranjero,Menores de 16,2
44,3,10 - 14,Mujer,Extranjero,Menores de 16,1
45,3,10 - 14,Hombre,Extranjero,Menores de 16,1
45,3,10 - 14,Mujer,Extranjero,Menores de 16,1
45,3,10 - 14,Mujer,Extranjero,Menores de 16,1
45,3,10 - 14,Hombre,Extranjero,Menores de 16,1
46,3,10 - 14,Hombre,Extranjero,Menores de 16,1
46,3,10 - 14,Hombre,Extranjero,Menores de 16,1
46,3,10 - 14,Hombre,Extranjero,Menores de 16,1
47,3,10 - 14,Hombre,Extranjero,Menores de 16,1
47,3,10 - 14,Hombre,Extranjero,Menores de 16,1
47,3,10 - 14,Mujer,Extranjero,Menores de 16,1
47,3,10 - 14,Hombre,Extranjero,Menores de 16,1
47,3,10 - 14,Mujer,Extranjero,Menores de 16,1
1,4,10 - 14,Mujer,Extranjero,Menores de 16,1
1,4,10 - 14,Hombre,Extranjero,Menores de 16,1
1,4,10 - 14,Mujer,Extranjero,Menores de 16,2
1,4,10 - 14,Mujer,Extranjero,Menores de 16,1
1,4,10 - 14,Mujer,Extranjero,Menores de 16,1
1,4,10 - 14,Mujer,Extranjero,Menores de 16,3
1,4,10 - 14,Hombre,Extranjero,Menores de 16,2
1,4,10 - 14,Hombre,Extranjero,Menores de 16,1
1,4,10 - 14,Hombre,Extranjero,Menores de 16,1
2,4,10 - 14,Mujer,Extranjero,Menores de 16,1
2,4,10 - 14,Mujer,Extranjero,Menores de 16,2
2,4,10 - 14,Mujer,Extranjero,Menores de 16,1
2,4,10 - 14,Mujer,Extranjero,Menores de 16,1
2,4,10 - 14,Hombre,Extranjero,Menores de 16,1
2,4,10 - 14,Hombre,Extranjero,Menores de 16,1
2,4,10 - 14,Hombre,Extranjero,Menores de 16,1
2,4,10 - 14,Mujer,Extranjero,Menores de 16,1
2,4,10 - 14,Hombre,Extranjero,Menores de 16,1
3,4,10 - 14,Mujer,Extranjero,Menores de 16,1
3,4,10 - 14,Hombre,Extranjero,Menores de 16,1
3,4,10 - 14,Hombre,Extranjero,Menores de 16,2
3,4,10 - 14,Hombre,Extranjero,Menores de 16,1
3,4,10 - 14,Hombre,Extranjero,Menores de 16,2
3,4,10 - 14,Mujer,Extranjero,Menores de 16,1
3,4,10 - 14,Mujer,Extranjero,Menores de 16,2
3,4,10 - 14,Hombre,Extranjero,Menores de 16,2
3,4,10 - 14,Hombre,Extranjero,Menores de 16,1
4,4,10 - 14,Hombre,Extranjero,Menores de 16,1
4,4,10 - 14,Hombre,Extranjero,Menores de 16,1
4,4,10 - 14,Mujer,Extranjero,Menores de 16,1
4,4,10 - 14,Hombre,Extranjero,Menores de 16,1
4,4,10 - 14,Mujer,Extranjero,Menores de 16,1
4,4,10 - 14,Mujer,Extranjero,Menores de 16,1
4,4,10 - 14,Mujer,Extranjero,Menores de 16,1
4,4,10 - 14,Mujer,Extranjero,Menores de 16,1
5,4,10 - 14,Hombre,Extranjero,Menores de 16,1
5,4,10 - 14,Hombre,Extranjero,Menores de 16,1
5,4,10 - 14,Hombre,Extranjero,Menores de 16,1
6,4,10 - 14,Mujer,Extranjero,Menores de 16,1
6,4,10 - 14,Hombre,Extranjero,Menores de 16,1
6,4,10 - 14,Mujer,Extranjero,Menores de 16,2
6,4,10 - 14,Mujer,Extranjero,Menores de 16,1
6,4,10 - 14,Mujer,Extranjero,Menores de 16,1
6,4,10 - 14,Mujer,Extranjero,Menores de 16,1
6,4,10 - 14,Hombre,Extranjero,Menores de 16,1
6,4,10 - 14,Hombre,Extranjero,Menores de 16,1
6,4,10 - 14,Hombre,Extranjero,Menores de 16,1
7,4,10 - 14,Hombre,Extranjero,Menores de 16,1
7,4,10 - 14,Mujer,Extranjero,Menores de 16,1
8,4,10 - 14,Mujer,Extranjero,Menores de 16,1
8,4,10 - 14,Hombre,Extranjero,Menores de 16,1
8,4,10 - 14,Mujer,Extranjero,Menores de 16,1
8,4,10 - 14,Hombre,Extranjero,Menores de 16,1
8,4,10 - 14,Hombre,Extranjero,Menores de 16,1
9,4,10 - 14,Hombre,Extranjero,Menores de 16,1
9,4,10 - 14,Hombre,Extranjero,Menores de 16,1
9,4,10 - 14,Mujer,Extranjero,Menores de 16,1
9,4,10 - 14,Hombre,Extranjero,Menores de 16,2
9,4,10 - 14,Mujer,Extranjero,Menores de 16,1
9,4,10 - 14,Hombre,Extranjero,Menores de 16,2
10,4,10 - 14,Mujer,Extranjero,Menores de 16,2
10,4,10 - 14,Mujer,Extranjero,Menores de 16,1
10,4,10 - 14,Mujer,Extranjero,Menores de 16,2
10,4,10 - 14,Mujer,Extranjero,Menores de 16,1
10,4,10 - 14,Hombre,Extranjero,Menores de 16,1
10,4,10 - 14,Mujer,Extranjero,Menores de 16,2
10,4,10 - 14,Hombre,Extranjero,Menores de 16,1
10,4,10 - 14,Mujer,Extranjero,Menores de 16,1
10,4,10 - 14,Hombre,Extranjero,Menores de 16,1
10,4,10 - 14,Hombre,Extranjero,Menores de 16,1
10,4,10 - 14,Hombre,Extranjero,Menores de 16,4
10,4,10 - 14,Hombre,Extranjero,Menores de 16,1
10,4,10 - 14,Hombre,Extranjero,Menores de 16,1
10,4,10 - 14,Hombre,Extranjero,Menores de 16,1
10,4,10 - 14,Hombre,Extranjero,Menores de 16,1
11,4,10 - 14,Hombre,Extranjero,Menores de 16,1
11,4,10 - 14,Hombre,Extranjero,Menores de 16,1
11,4,10 - 14,Hombre,Extranjero,Menores de 16,2
12,4,10 - 14,Mujer,Extranjero,Menores de 16,1
12,4,10 - 14,Hombre,Extranjero,Menores de 16,1
12,4,10 - 14,Hombre,Extranjero,Menores de 16,2
12,4,10 - 14,Mujer,Extranjero,Menores de 16,1
12,4,10 - 14,Hombre,Extranjero,Menores de 16,1
12,4,10 - 14,Mujer,Extranjero,Menores de 16,1
13,4,10 - 14,Hombre,Extranjero,Menores de 16,1
13,4,10 - 14,Mujer,Extranjero,Menores de 16,2
13,4,10 - 14,Mujer,Extranjero,Menores de 16,3
13,4,10 - 14,Hombre,Extranjero,Menores de 16,3
13,4,10 - 14,Hombre,Extranjero,Menores de 16,2
13,4,10 - 14,Hombre,Extranjero,Menores de 16,1
13,4,10 - 14,Hombre,Extranjero,Menores de 16,2
13,4,10 - 14,Hombre,Extranjero,Menores de 16,1
13,4,10 - 14,Mujer,Extranjero,Menores de 16,2
14,4,10 - 14,Hombre,Extranjero,Menores de 16,1
14,4,10 - 14,Hombre,Extranjero,Menores de 16,1
14,4,10 - 14,Mujer,Extranjero,Menores de 16,1
14,4,10 - 14,Hombre,Extranjero,Menores de 16,1
14,4,10 - 14,Mujer,Extranjero,Menores de 16,1
14,4,10 - 14,Mujer,Extranjero,Menores de 16,1
14,4,10 - 14,Mujer,Extranjero,Menores de 16,1
15,4,10 - 14,Hombre,Extranjero,Menores de 16,1
15,4,10 - 14,Mujer,Extranjero,Menores de 16,2
15,4,10 - 14,Hombre,Extranjero,Menores de 16,2
15,4,10 - 14,Mujer,Extranjero,Menores de 16,1
15,4,10 - 14,Mujer,Extranjero,Menores de 16,1
16,4,10 - 14,Mujer,Extranjero,Menores de 16,1
16,4,10 - 14,Mujer,Extranjero,Menores de 16,1
16,4,10 - 14,Mujer,Extranjero,Menores de 16,4
16,4,10 - 14,Hombre,Extranjero,Menores de 16,1
16,4,10 - 14,Hombre,Extranjero,Menores de 16,1
16,4,10 - 14,Hombre,Extranjero,Menores de 16,1
16,4,10 - 14,Hombre,Extranjero,Menores de 16,2
16,4,10 - 14,Mujer,Extranjero,Menores de 16,1
16,4,10 - 14,Hombre,Extranjero,Menores de 16,1
16,4,10 - 14,Mujer,Extranjero,Menores de 16,1
16,4,10 - 14,Hombre,Extranjero,Menores de 16,1
17,4,10 - 14,Mujer,Extranjero,Menores de 16,2
17,4,10 - 14,Hombre,Extranjero,Menores de 16,1
17,4,10 - 14,Mujer,Extranjero,Menores de 16,1
17,4,10 - 14,Hombre,Extranjero,Menores de 16,1
17,4,10 - 14,Mujer,Extranjero,Menores de 16,1
17,4,10 - 14,Hombre,Extranjero,Menores de 16,1
17,4,10 - 14,Hombre,Extranjero,Menores de 16,2
17,4,10 - 14,Hombre,Extranjero,Menores de 16,1
18,4,10 - 14,Hombre,Extranjero,Menores de 16,1
18,4,10 - 14,Mujer,Extranjero,Menores de 16,1
18,4,10 - 14,Hombre,Extranjero,Menores de 16,1
18,4,10 - 14,Mujer,Extranjero,Menores de 16,1
18,4,10 - 14,Hombre,Extranjero,Menores de 16,1
18,4,10 - 14,Mujer,Extranjero,Menores de 16,1
18,4,10 - 14,Hombre,Extranjero,Menores de 16,1
18,4,10 - 14,Mujer,Extranjero,Menores de 16,1
18,4,10 - 14,Hombre,Extranjero,Menores de 16,1
21,4,10 - 14,Hombre,Extranjero,Menores de 16,1
21,4,10 - 14,Hombre,Extranjero,Menores de 16,1
21,4,10 - 14,Mujer,Extranjero,Menores de 16,1
21,4,10 - 14,Mujer,Extranjero,Menores de 16,1
21,4,10 - 14,Mujer,Extranjero,Menores de 16,1
21,4,10 - 14,Mujer,Extranjero,Menores de 16,1
21,4,10 - 14,Hombre,Extranjero,Menores de 16,1
23,4,10 - 14,Mujer,Extranjero,Menores de 16,1
23,4,10 - 14,Mujer,Extranjero,Menores de 16,1
23,4,10 - 14,Mujer,Extranjero,Menores de 16,1
23,4,10 - 14,Mujer,Extranjero,Menores de 16,1
23,4,10 - 14,Mujer,Extranjero,Menores de 16,1
23,4,10 - 14,Hombre,Extranjero,Menores de 16,1
23,4,10 - 14,Hombre,Extranjero,Menores de 16,2
24,4,10 - 14,Hombre,Extranjero,Menores de 16,2
24,4,10 - 14,Hombre,Extranjero,Menores de 16,1
24,4,10 - 14,Hombre,Extranjero,Menores de 16,1
24,4,10 - 14,Mujer,Extranjero,Menores de 16,2
24,4,10 - 14,Mujer,Extranjero,Menores de 16,1
24,4,10 - 14,Mujer,Extranjero,Menores de 16,1
24,4,10 - 14,Hombre,Extranjero,Menores de 16,1
26,4,10 - 14,Hombre,Extranjero,Menores de 16,1
26,4,10 - 14,Mujer,Extranjero,Menores de 16,2
26,4,10 - 14,Mujer,Extranjero,Menores de 16,1
26,4,10 - 14,Hombre,Extranjero,Menores de 16,1
26,4,10 - 14,Hombre,Extranjero,Menores de 16,2
26,4,10 - 14,Hombre,Extranjero,Menores de 16,1
26,4,10 - 14,Hombre,Extranjero,Menores de 16,1
26,4,10 - 14,Mujer,Extranjero,Menores de 16,1
26,4,10 - 14,Hombre,Extranjero,Menores de 16,1
27,4,10 - 14,Hombre,Extranjero,Menores de 16,1
27,4,10 - 14,Mujer,Extranjero,Menores de 16,1
27,4,10 - 14,Hombre,Extranjero,Menores de 16,1
27,4,10 - 14,Hombre,Extranjero,Menores de 16,1
28,4,10 - 14,Mujer,Extranjero,Menores de 16,1
28,4,10 - 14,Hombre,Extranjero,Menores de 16,1
28,4,10 - 14,Hombre,Extranjero,Menores de 16,2
28,4,10 - 14,Mujer,Extranjero,Menores de 16,1
29,4,10 - 14,Hombre,Extranjero,Menores de 16,1
29,4,10 - 14,Hombre,Extranjero,Menores de 16,1
29,4,10 - 14,Mujer,Extranjero,Menores de 16,3
29,4,10 - 14,Hombre,Extranjero,Menores de 16,1
29,4,10 - 14,Mujer,Extranjero,Menores de 16,1
29,4,10 - 14,Hombre,Extranjero,Menores de 16,3
29,4,10 - 14,Hombre,Extranjero,Menores de 16,1
30,4,10 - 14,Hombre,Extranjero,Menores de 16,1
30,4,10 - 14,Mujer,Extranjero,Menores de 16,1
31,4,10 - 14,Hombre,Extranjero,Menores de 16,1
31,4,10 - 14,Hombre,Extranjero,Menores de 16,1
31,4,10 - 14,Hombre,Extranjero,Menores de 16,1
31,4,10 - 14,Hombre,Extranjero,Menores de 16,1
32,4,10 - 14,Hombre,Extranjero,Menores de 16,1
32,4,10 - 14,Mujer,Extranjero,Menores de 16,2
32,4,10 - 14,Hombre,Extranjero,Menores de 16,1
32,4,10 - 14,Mujer,Extranjero,Menores de 16,1
33,4,10 - 14,Mujer,Extranjero,Menores de 16,1
33,4,10 - 14,Hombre,Extranjero,Menores de 16,3
33,4,10 - 14,Mujer,Extranjero,Menores de 16,2
34,4,10 - 14,Mujer,Extranjero,Menores de 16,1
34,4,10 - 14,Hombre,Extranjero,Menores de 16,1
34,4,10 - 14,Mujer,Extranjero,Menores de 16,1
34,4,10 - 14,Hombre,Extranjero,Menores de 16,1
36,4,10 - 14,Hombre,Extranjero,Menores de 16,1
37,4,10 - 14,Mujer,Extranjero,Menores de 16,1
37,4,10 - 14,Mujer,Extranjero,Menores de 16,1
38,4,10 - 14,Hombre,Extranjero,Menores de 16,1
38,4,10 - 14,Mujer,Extranjero,Menores de 16,1
39,4,10 - 14,Mujer,Extranjero,Menores de 16,1
39,4,10 - 14,Hombre,Extranjero,Menores de 16,1
39,4,10 - 14,Hombre,Extranjero,Menores de 16,1
39,4,10 - 14,Hombre,Extranjero,Menores de 16,1
39,4,10 - 14,Mujer,Extranjero,Menores de 16,1
39,4,10 - 14,Hombre,Extranjero,Menores de 16,1
39,4,10 - 14,Mujer,Extranjero,Menores de 16,1
16,2,100 - 104,Mujer,Extranjero,Sin Estudios,1
2,1,15 - 19,Hombre,Extranjero,Menores de 16,1
2,1,15 - 19,Hombre,Extranjero,Menores de 16,1
2,1,15 - 19,Mujer,Extranjero,Ense?anza Secundaria,1
2,1,15 - 19,Hombre,Extranjero,Menores de 16,1
2,1,15 - 19,Mujer,Extranjero,Sin Estudios,1
2,1,15 - 19,Mujer,Extranjero,Ense?anza Secundaria,1
2,1,15 - 19,Mujer,Extranjero,Menores de 16,1
2,1,15 - 19,Hombre,Extranjero,Menores de 16,1
2,1,15 - 19,Mujer,Extranjero,Menores de 16,1
2,1,15 - 19,Hombre,Extranjero,Menores de 16,1
2,1,15 - 19,Hombre,Extranjero,Menores de 16,1
2,1,15 - 19,Hombre,Extranjero,Ense?anza Secundaria,1
2,1,15 - 19,Hombre,Extranjero,"B.Superior.BUP,COU",1
3,1,15 - 19,Mujer,Extranjero,Menores de 16,1
3,1,15 - 19,Mujer,Extranjero,Menores de 16,1
3,1,15 - 19,Hombre,Extranjero,Menores de 16,1
4,1,15 - 19,Mujer,Extranjero,Menores de 16,1
4,1,15 - 19,Hombre,Extranjero,Menores de 16,1
4,1,15 - 19,Hombre,Extranjero,Menores de 16,1
4,1,15 - 19,Mujer,Extranjero,Menores de 16,1
4,1,15 - 19,Mujer,Extranjero,Ense?anza Secundaria,1
4,1,15 - 19,Hombre,Extranjero,FP2 Grado Superior,1
4,1,15 - 19,Mujer,Extranjero,Menores de 16,1
5,1,15 - 19,Mujer,Extranjero,Ense?anza Secundaria,1
5,1,15 - 19,Mujer,Extranjero,Sin Estudios,1
5,1,15 - 19,Mujer,Extranjero,"B.Superior.BUP,COU",1
5,1,15 - 19,Hombre,Extranjero,Ense?anza Secundaria,1
5,1,15 - 19,Hombre,Extranjero,Menores de 16,3
5,1,15 - 19,Hombre,Extranjero,Menores de 16,1
5,1,15 - 19,Hombre,Extranjero,Ense?anza Secundaria,1
5,1,15 - 19,Mujer,Extranjero,Ense?anza Secundaria,1
5,1,15 - 19,Hombre,Extranjero,Menores de 16,1
5,1,15 - 19,Mujer,Extranjero,Menores de 16,1
5,1,15 - 19,Mujer,Extranjero,Menores de 16,1
5,1,15 - 19,Mujer,Extranjero,Ense?anza Secundaria,1
5,1,15 - 19,Mujer,Extranjero,Ense?anza Secundaria,1
6,1,15 - 19,Hombre,Extranjero,Ense?anza Secundaria,1
6,1,15 - 19,Mujer,Extranjero,FP1 Grado Medio,1
6,1,15 - 19,Hombre,Extranjero,Menores de 16,1
6,1,15 - 19,Hombre,Extranjero,Menores de 16,1
6,1,15 - 19,Hombre,Extranjero,Ense?anza Secundaria,1
6,1,15 - 19,Hombre,Extranjero,Ense?anza Secundaria,1
6,1,15 - 19,Hombre,Extranjero,Menores de 16,1
6,1,15 - 19,Mujer,Extranjero,Ense?anza Primaria incomp,1
6,1,15 - 19,Mujer,Extranjero,Ense?anza Secundaria,2
6,1,15 - 19,Hombre,Extranjero,Ense?anza Secundaria,2
6,1,15 - 19,Mujer,Extranjero,Ense?anza Secundaria,1
6,1,15 - 19,Mujer,Extranjero,Menores de 16,1
6,1,15 - 19,Mujer,Extranjero,Ense?anza Secundaria,1
6,1,15 - 19,Mujer,Extranjero,Menores de 16,1
6,1,15 - 19,Mujer,Extranjero,Ense?anza Secundaria,1
6,1,15 - 19,Hombre,Extranjero,Menores de 16,2
6,1,15 - 19,Hombre,Extranjero,Ense?anza Secundaria,1
6,1,15 - 19,Hombre,Extranjero,Menores de 16,1
6,1,15 - 19,Mujer,Extranjero,Ense?anza Primaria incomp,1
6,1,15 - 19,Mujer,Extranjero,Menores de 16,1
6,1,15 - 19,Mujer,Extranjero,"B.Superior.BUP,COU",1
7,1,15 - 19,Mujer,Extranjero,Menores de 16,1
7,1,15 - 19,Mujer,Extranjero,Ense?anza Secundaria,1
7,1,15 - 19,Hombre,Extranjero,Ense?anza Secundaria,1
7,1,15 - 19,Hombre,Extranjero,Ense?anza Primaria incomp,1
7,1,15 - 19,Mujer,Extranjero,"B.Superior.BUP,COU",1
